hgnc,hgncMatch
TSC22D3,ENST00000372383
DLGAP1,ENST00000315677
ZNF843,ENST00000315678
OR4L1,ENST00000315683
CTC1,ENST00000315684
C3orf58,ENST00000315691
OR4K13,ENST00000315693
CD200,ENST00000473539
ABCD3,ENST00000370214
RPL7A,ENST00000323345
LSM10,ENST00000315732
RPL5,ENST00000370321
ITGA11,ENST00000315757
MDH2,ENST00000315758
HEPHL1,ENST00000315765
SNAP47,ENST00000366759
CPZ,ENST00000360986
C8orf4,ENST00000315792
METAP1D,ENST00000315796
GPR156,ENST00000464295
ZNF114,ENST00000595607
TFE3,ENST00000315869
ING3,ENST00000315870
CELF2,ENST00000450189
ABHD14B,ENST00000483233
SLC41A3,ENST00000315891
CARD9,ENST00000371732
DMAP1,ENST00000372289
OR4K5,ENST00000315915
YOD1,ENST00000315927
GDPD4,ENST00000315938
WNK1,ENST00000315939
OR4N2,ENST00000315947
LYSMD3,ENST00000315948
OR4M1,ENST00000315957
PPP2R2A,ENST00000315985
ASB2,ENST00000555019
C16orf89,ENST00000315997
PKN2,ENST00000370521
OFCC1,
WRAP53,ENST00000316024
TUBA8,ENST00000330423
SMCO3,ENST00000316048
EXOSC4,ENST00000316052
ZFP91,ENST00000316059
MCM9,ENST00000316316
RPTN,ENST00000316073
MAP7D3,ENST00000316077
TDRD6,ENST00000316081
RPS4X,ENST00000316084
C7orf63,ENST00000389297
SCAMP4,ENST00000316097
HNF4A,ENST00000316099
LCN15,ENST00000316144
NDUFAF4,ENST00000316149
MAP7D1,ENST00000373151
LARP4B,ENST00000316157
CYP8B1,ENST00000316161
DEFB104B,ENST00000316169
CSH1,ENST00000316193
AURKB,ENST00000585124
PDIA5,ENST00000316218
LILRB5,ENST00000449561
PRIMA1,ENST00000393140
KCNG2,ENST00000316249
BCAT2,ENST00000316273
ZNF786,ENST00000491431
ANO1,ENST00000355303
PRKAG1,ENST00000316299
LPA,ENST00000447678
CLK4,ENST00000316308
UNCX,ENST00000316333
LNX2,ENST00000316334
SLC12A4,ENST00000422611
CCNG2,ENST00000316355
SYTL2,ENST00000354566
ZNF133,ENST00000377671
KCNA2,ENST00000485317
SEMA6D,ENST00000316364
OR2AE1,ENST00000316368
C11orf42,ENST00000316375
FBXO11,ENST00000403359
ICOS,ENST00000316386
GOLGA6L1,ENST00000316397
CCDC89,ENST00000316398
SOX6,ENST00000396356
SIGLECL1,ENST00000316401
CLU,ENST00000316403
KIAA2018,ENST00000316407
FAM89B,ENST00000530349
AHRR,ENST00000316418
UGDH,ENST00000316423
TMEM107,ENST00000316425
ZNF540,ENST00000592533
LSMEM2,ENST00000316436
CALR,ENST00000316448
ZBTB8A,ENST00000373510
ZNF587B,ENST00000442832
ABHD1,ENST00000316470
ZNF720,ENST00000316491
ZFAND2A,ENST00000316495
OR52B1P,
VAMP2,ENST00000316509
LRRC34,ENST00000446859
OR56B3P,
MYB,ENST00000341911
OR56B4,ENST00000316529
NPHP1,ENST00000316534
SLC9A9,ENST00000316549
C12orf68,ENST00000316554
PANK2,ENST00000316562
TESPA1,ENST00000449076
STK25,ENST00000316586
HNRNPH2,ENST00000316594
DNAJC7,ENST00000457167
NSUN7,ENST00000381782
MBLAC2,ENST00000316610
GRB2,ENST00000392562
FBN1,ENST00000316623
CDK1,ENST00000395284
DEF6,ENST00000316637
IL20RA,ENST00000316649
OR56A1,ENST00000316650
TNK2,ENST00000381916
ARHGAP19-SLIT1,
SHMT1,ENST00000316694
PTPN13,ENST00000436978
GPM6B,ENST00000316715
MTX1,ENST00000368376
CCZ1B,ENST00000316731
TSPAN16,ENST00000316737
PUS10,ENST00000316752
RHOJ,ENST00000316754
APBA3,ENST00000316757
VRK3,ENST00000599538
OR10Q1,ENST00000316770
AP3S1,ENST00000316788
OXTR,ENST00000316793
ALX1,ENST00000316824
PNMA1,ENST00000316836
LLGL1,ENST00000316843
FAM63B,ENST00000559228
NCAM1,
RAD23A,ENST00000586534
PPP1R9B,
TRIM25,ENST00000316881
TRIT1,ENST00000316891
STOML1,ENST00000316900
SLC7A8,ENST00000316902
TMEM185A,ENST00000316916
KLC2,ENST00000417856
C7orf43,ENST00000316937
GADD45GIP1,ENST00000316939
ZNF569,ENST00000316950
LYPLA1,ENST00000316963
PLAG1,ENST00000316981
WHSC1L1,ENST00000317025
OR52E4,ENST00000316987
RBM44,ENST00000316997
SMAP1,ENST00000370455
TIGD2,ENST00000317005
FOXR1,ENST00000317011
ZBED2,ENST00000317012
ISYNA1,ENST00000338128
C11orf44,ENST00000317019
OR52N2,ENST00000317037
MVB12A,ENST00000317040
CCDC101,ENST00000317058
DAND5,ENST00000317060
OR52N1,ENST00000317078
DNAJA2,ENST00000317089
CES2,ENST00000317091
OR52N5,ENST00000317093
VCX2,ENST00000317103
OR56B1,ENST00000317121
ASCC1,ENST00000342444
LRCH2,ENST00000317135
MSRA,ENST00000317173
ZNF776,ENST00000317178
EEF1D,ENST00000423316
HOXA3,ENST00000396352
EGR3,ENST00000317216
ZNF559,ENST00000393883
AFF3,ENST00000356421
ZNF554,ENST00000317243
OR52N4,ENST00000317254
SEPT4,ENST00000457347
DNAJC14,ENST00000357606
PVRIG,ENST00000317271
PER1,ENST00000317276
STAG3,ENST00000426455
EYA2,ENST00000327619
INSL3,ENST00000379695
RFX7,
SEZ6,ENST00000317338
PFKFB3,ENST00000379775
SOBP,ENST00000317357
BID,ENST00000317361
AP1B1,ENST00000357586
SLC2A4,ENST00000317370
SSUH2,ENST00000544814
SPOCK2,ENST00000373109
TRAPPC5,ENST00000317378
HRH3,ENST00000340177
ZNF671,ENST00000317398
GEN1,ENST00000381254
CEP112,ENST00000392769
MAMDC4,ENST00000317446
ACSF3,ENST00000317447
LRRN4CL,ENST00000317449
OR2T35,ENST00000317450
TRPT1,ENST00000394546
KANK4,ENST00000371153
PXMP2,ENST00000317479
RAB23,ENST00000317483
SALL2,ENST00000327430
NTRK3,ENST00000360948
MTG1,ENST00000317502
RANBP10,ENST00000317506
PRSS8,ENST00000317508
TLE3,ENST00000558939
MRPS24,ENST00000317534
ZMYM6,ENST00000357182
LYNX1,ENST00000335822
CERS5,ENST00000317551
MID1,ENST00000317552
PGAM5,ENST00000498926
FRMD8,ENST00000317568
SIX5,ENST00000317578
BCL2L13,ENST00000317582
S100Z,ENST00000317593
MAB21L2,ENST00000317605
RTN4,ENST00000337526
RGS3,ENST00000374140
PSMG2,ENST00000317615
CPNE1,ENST00000317677
PROM2,ENST00000317620
PCNXL4,
C2orf73,ENST00000398634
TMEM11,ENST00000317635
NOSTRIN,ENST00000444448
CAPZA3,ENST00000317658
SLC38A5,ENST00000376876
CDK11B,
DEFB124,ENST00000317676
FBXO46,ENST00000317683
ASB8,ENST00000317697
TUBB6,ENST00000317702
CDHR3,ENST00000317716
NCKAP5,ENST00000409261
RRH,ENST00000317735
WSCD1,ENST00000574946
HOPX,ENST00000554144
UGT2B17,ENST00000317746
C22orf43,ENST00000317749
SOHLH2,ENST00000554962
KCTD12,ENST00000377474
NOS1,ENST00000338101
HADHB,ENST00000317799
TSPYL6,ENST00000317802
FJX1,ENST00000317811
HES7,ENST00000541682
OR2D3,ENST00000317834
OR14C36,ENST00000317861
ATG4C,ENST00000317868
NME9,ENST00000383180
SLC25A5,ENST00000317881
MAGEF1,ENST00000317897
RECQL5,ENST00000317905
TTC27,ENST00000317907
KCTD1,ENST00000408011
MYO3B,ENST00000408978
COX14,ENST00000550487
CCDC34,ENST00000328697
NKPD1,
KDM5D,ENST00000317961
OR2M7,ENST00000317965
PDLIM5,ENST00000514743
SLC5A10,ENST00000395647
FDCSP,ENST00000317987
GRAMD1A,ENST00000317991
CA8,ENST00000317995
OR2T12,ENST00000317996
CC2D1A,ENST00000318003
VPS39,ENST00000318006
LASP1,ENST00000318008
GANC,ENST00000318010
OR2T33,ENST00000318021
CAPN3,ENST00000397163
RNF168,ENST00000318037
IL11RA,ENST00000555003
OR4F17,ENST00000585993
PAM16,ENST00000318059
MICU3,ENST00000318063
UBE2N,ENST00000318066
SYTL1,ENST00000543823
CRAT,ENST00000318080
MAMSTR,ENST00000318083
TOM1L2,ENST00000379504
RTEL1,ENST00000508582
DERL3,ENST00000406855
ZNF101,ENST00000592502
GINS3,ENST00000426538
EDEM3,ENST00000318130
ZNF318,ENST00000361428
DEFB4B,ENST00000318157
GRHPR,ENST00000318158
GREM2,ENST00000318160
OVCH1,
DGKZ,ENST00000454345
ZSCAN4,ENST00000318203
RBM24,ENST00000379052
MYO1D,ENST00000318217
CYFIP2,
NBPF3,ENST00000318249
PKD2L1,ENST00000318222
C3orf22,ENST00000318225
ALOXE3,ENST00000318227
SAMD9L,ENST00000318238
C18orf32,ENST00000318240
OR2AJ1,
C13orf45,ENST00000318245
RORC,ENST00000318247
MKL2,ENST00000318282
TSTD1,ENST00000423014
BBS1,ENST00000318312
C5orf46,ENST00000318315
DNASE1L3,ENST00000318316
KRTAP9-1,ENST00000398470
GLTP,ENST00000318348
HTR3C,ENST00000318351
ANKRD23,ENST00000318357
SLBP,ENST00000489418
ZWINT,ENST00000373944
NDUFV2,ENST00000318388
BOK,ENST00000318407
KIAA0196,ENST00000318410
CD276,ENST00000318443
C12orf36,
TMC8,ENST00000318430
SYCN,ENST00000318438
ZNF366,ENST00000318442
SLCO3A1,ENST00000318445
GAPT,ENST00000396776
PEX7,ENST00000318471
MBIP,ENST00000416007
MET,ENST00000318493
ZNF185,ENST00000535861
CXCR2,ENST00000318507
EML4,ENST00000318522
NFX1,ENST00000379540
C8orf47,ENST00000318528
ABL1,ENST00000372348
SFTPC,ENST00000318561
EPS8L2,ENST00000533256
HID1,ENST00000425042
C15orf54,ENST00000318578
MEOX1,ENST00000318579
FKRP,ENST00000318584
CASK,ENST00000378166
SLC25A42,ENST00000318596
A2M,ENST00000318602
PABPC1,ENST00000318607
FIBIN,ENST00000318627
MAP6D1,ENST00000318631
CA5B,ENST00000318636
ORAI3,ENST00000318663
OR10D3,
SLC38A9,ENST00000396865
EIF4E1B,ENST00000318682
B3GNT3,ENST00000318683
ANKFN1,ENST00000318698
AVL9,ENST00000318709
DIP2A,ENST00000417564
ATXN7L1,ENST00000419735
C9orf84,ENST00000374287
OR2B11,ENST00000318749
FAM211B,ENST00000318753
OR13D1,ENST00000318763
FOXP1,ENST00000491238
HDDC2,ENST00000398153
C15orf53,ENST00000318792
ST6GALNAC5,ENST00000477717
ZFP3,ENST00000318833
IGSF3,ENST00000369483
ZFYVE1,ENST00000556143
SYT9,ENST00000318881
C3orf38,ENST00000318887
C1orf131,ENST00000366649
CYC1,ENST00000318911
NRIP1,ENST00000400202
SWAP70,ENST00000318950
ALS2CL,ENST00000318962
INTS3,ENST00000318967
PTPN6,ENST00000456013
CTXN1,ENST00000318978
CTDNEP1,ENST00000573600
GRIK2,ENST00000421544
ATAT1,ENST00000330083
GEMIN4,ENST00000319004
TALDO1,ENST00000319006
SLC25A20,ENST00000319017
NADSYN1,ENST00000319023
RPRD1A,ENST00000399022
WFIKKN1,ENST00000319070
C14orf119,ENST00000319074
MLXIP,
ZBTB48,ENST00000377674
PSAPL1,ENST00000319098
TBC1D15,ENST00000550746
ZBTB34,ENST00000373452
KLHL11,ENST00000319121
FBF1,ENST00000319129
APOL1,ENST00000319136
ALOX12B,ENST00000319144
DNAJB8,ENST00000469083
TMEM39A,ENST00000319172
DIS3L,ENST00000319212
F2R,ENST00000319211
MPDZ,ENST00000541718
LRRC42,ENST00000371370
SHISA3,ENST00000319234
LURAP1L,ENST00000319264
TAC1,ENST00000319273
EIF4G1,ENST00000424196
GORASP1,ENST00000319283
DCTPP1,ENST00000319285
ZNF572,ENST00000319286
ZNF771,ENST00000319296
LRRN1,ENST00000319331
LEPREL1,ENST00000319332
IGSF22,ENST00000513874
CHST13,ENST00000319340
ETV4,ENST00000319349
STK17A,ENST00000319357
ELL3,ENST00000319359
IL17RA,ENST00000319363
ZDHHC22,ENST00000319374
UBE2O,ENST00000319380
CCDC129,ENST00000451887
C1orf220,
WDTC1,ENST00000361771
ETS1,ENST00000392668
SHISA2,ENST00000319420
OR6B3,ENST00000319423
CCDC93,ENST00000376300
PCK1,ENST00000319441
CCDC102B,ENST00000360242
RUFY1,ENST00000319449
OTOS,ENST00000391989
MCFD2,ENST00000409105
OSBPL1A,ENST00000319481
C15orf56,ENST00000319503
MUC3A,
TMUB2,ENST00000587989
TFAP2A,ENST00000379604
RPP40,ENST00000380051
ARFGAP2,ENST00000524782
NT5DC1,ENST00000319550
ZFPM1,ENST00000319555
TMEM31,ENST00000319560
FARP1,ENST00000319562
ANKDD1A,ENST00000380230
HTR1F,ENST00000319595
PKM,ENST00000319622
ZNF273,ENST00000476120
EPHA10,ENST00000373048
USH1G,ENST00000319642
LRRC37A3,ENST00000584306
FMN2,ENST00000319653
TMCO5A,ENST00000319669
ARHGEF18,ENST00000359920
DCAF4L2,ENST00000319675
PRR15,ENST00000319694
RBBP6,ENST00000319715
KLK11,ENST00000594768
FUBP3,ENST00000319725
OR4A5,ENST00000319760
B4GALT3,ENST00000319769
ZNF384,ENST00000396801
ZNF611,ENST00000543227
USP54,ENST00000339859
PVRL3,ENST00000485303
PUM2,ENST00000338086
DYRK2,ENST00000344096
MARCH8,ENST00000395771
GPR35,ENST00000438013
SHROOM1,ENST00000378679
PDDC1,ENST00000319863
METTL4,ENST00000574538
ST3GAL1,ENST00000319914
RNF213,ENST00000582970
C5orf30,ENST00000319933
RABGGTB,ENST00000319942
OR2T8,ENST00000319968
C2orf69,ENST00000319974
IFT88,ENST00000319980
OR4S1,ENST00000319988
OR2G3,ENST00000320002
CNGB3,ENST00000320005
HSPH1,ENST00000320027
ARL4D,ENST00000320033
OR4X1,ENST00000320048
PRPF18,ENST00000378572
GIT2,ENST00000355312
OR2G2,ENST00000320065
CLIP4,ENST00000320081
HNRNPC,ENST00000320084
METRNL,ENST00000320095
ZNF454,ENST00000320129
PMF1-BGLAP,ENST00000368276
PRTFDC1,ENST00000320152
DDI2,ENST00000480945
ZNF48,ENST00000320159
FAM46A,ENST00000320172
FGF8,ENST00000320185
SWI5,ENST00000320188
ATRIP,ENST00000320211
ZDHHC20,ENST00000382466
SLC25A22,ENST00000320230
NHLH2,ENST00000369506
FOXL1,ENST00000320241
NEK6,ENST00000373600
KBTBD11,ENST00000320248
LRRC37A,ENST00000320254
ASPRV1,ENST00000320256
CASC1,ENST00000395987
RRS1,ENST00000320270
AGPAT4,ENST00000320285
PCDH15,ENST00000361849
TAGLN2,ENST00000368097
GALNT11,ENST00000434507
PHF23,ENST00000320316
PAGR1,ENST00000320330
OLFML3,ENST00000320334
CXorf56,ENST00000371594
INPP5K,ENST00000421807
FOXC2,ENST00000320354
EZH2,ENST00000320356
SLC25A19,ENST00000402418
SSFA2,ENST00000431877
KIF1A,ENST00000498729
BCKDHB,ENST00000320393
AMIGO3,ENST00000535833
SLC26A10,ENST00000320442
CARF,ENST00000402905
ZNF121,ENST00000320451
GLIPR1L2,ENST00000550916
B3GALNT1,ENST00000392781
SCRIB,ENST00000356994
CIDEA,ENST00000320477
ARHGAP21,ENST00000396432
CFHR1,ENST00000320493
CORT,ENST00000377049
SLC16A8,ENST00000320521
WBSCR28,ENST00000320531
MBOAT4,ENST00000320542
PRRC2B,ENST00000357304
ANO6,ENST00000423947
C1orf172,ENST00000320567
POLE,ENST00000320574
RAB39A,ENST00000320578
PACS1,ENST00000320580
CHORDC1,ENST00000320585
PIANP,ENST00000540656
ZDHHC8,ENST00000405930
ZNRF1,ENST00000335325
NQO1,ENST00000320623
EHD1,ENST00000320631
FAIM2,ENST00000320634
AKAP5,ENST00000394718
ITFG1,ENST00000320640
CHRM2,ENST00000445907
SSBP2,ENST00000320672
RBMX,ENST00000320676
DNASE1L2,ENST00000564065
TSPY2,ENST00000320701
OR6S1,ENST00000320704
GLS,ENST00000320717
MUC20,ENST00000447234
PELI3,ENST00000320740
ADIPOQ,ENST00000412955
LRIG3,ENST00000320743
COL9A1,ENST00000357250
MAGOHB,ENST00000320756
ARL14,ENST00000320767
BLOC1S4,ENST00000320776
C9orf62,ENST00000320778
KIF1C,ENST00000320785
NFATC2IP,ENST00000320805
DAB2,ENST00000320816
MRFAP1L1,ENST00000320848
AAR2,ENST00000373932
EFCAB5,ENST00000394835
SSR4,ENST00000320857
B3GNTL1,ENST00000320865
HBA1,ENST00000320868
OR10G4,ENST00000320891
RNF144A,ENST00000320892
CD99L2,ENST00000370377
CLPTM1L,ENST00000320895
OR4F21,ENST00000320901
MRFAP1,ENST00000320912
FMN1,ENST00000334528
PCSK7,ENST00000320934
CIRBP,ENST00000588030
CRTAP,ENST00000320954
SPTBN5,ENST00000320955
RCN2,ENST00000394885
ZEB1,ENST00000361642
IRX5,ENST00000394636
PITPNB,ENST00000335272
IGSF9B,ENST00000533871
GCFC2,ENST00000321027
PRPF31,ENST00000321030
ENPP4,ENST00000321037
VN1R1,ENST00000321039
PLXNA4,ENST00000359827
TOP3A,ENST00000321105
ZCCHC5,ENST00000321110
HCCS,ENST00000321143
DYX1C1,ENST00000321149
RPLP2,ENST00000321153
HACL1,ENST00000321169
TMTC2,ENST00000321196
TGIF2LY,ENST00000321217
DYRK1A,ENST00000398960
ZNF207,ENST00000394670
C10orf91,ENST00000392630
LEPROTL1,ENST00000523116
OR6T1,ENST00000321252
TUBA3D,ENST00000321253
OR51V1,ENST00000321255
NCBP2,ENST00000321256
D2HGDH,ENST00000321264
NUDC,ENST00000321265
SGPP2,ENST00000321276
BAIAP2,ENST00000321300
ZNF610,ENST00000403906
ATG16L2,ENST00000321297
TOMM5,ENST00000544379
DSCAML1,ENST00000321322
PGBD5,
HIGD1A,ENST00000452906
SENP3,
FTMT,ENST00000321339
ME2,ENST00000321341
CYBRD1,ENST00000321348
OR8D4,ENST00000321355
CLK1,ENST00000434813
YBX1,ENST00000321358
SEPT1,ENST00000321367
TIGD5,ENST00000504548
RNF151,ENST00000569714
TCP1,ENST00000321394
GCC1,ENST00000321407
AMER3,ENST00000423981
SIGLEC8,ENST00000321424
DUOX1,ENST00000321429
RAB8B,ENST00000321437
SFXN1,ENST00000321442
XRRA1,ENST00000340360
PDE1C,ENST00000396193
DNAJC4,ENST00000321685
ZBTB38,ENST00000514251
SLC25A41,ENST00000321510
PPIP5K2,ENST00000321521
OR52E2,ENST00000321522
FBXO39,ENST00000321535
OR51L1,ENST00000321543
ZNF543,ENST00000321545
PINK1,ENST00000321556
PLD6,ENST00000321560
FKBP10,ENST00000321562
TTLL11,ENST00000321582
TCF7,ENST00000342854
CATSPER2,ENST00000321596
IP6K1,ENST00000321599
DYNAP,ENST00000321600
GLDC,ENST00000321612
PHYHIP,ENST00000454243
CASKIN2,ENST00000321617
TMEM132E,ENST00000321639
GJD4,ENST00000321660
GPR137C,ENST00000321662
SLC46A1,
OR2AP1,ENST00000321688
C17orf47,ENST00000321691
B3GNT8,ENST00000321702
STAB1,ENST00000321725
C14orf39,ENST00000321731
CNPY1,ENST00000321736
AURKAIP1,ENST00000338370
FAM109B,ENST00000321753
TPPP2,ENST00000321760
SPACA4,ENST00000321762
CA13,ENST00000321764
SPAG5,ENST00000321765
TPRN,ENST00000409012
C8orf59,ENST00000417663
LMO7,ENST00000465261
UBE2D3,ENST00000357194
P2RY11,ENST00000321826
ACBD4,ENST00000431281
ULK1,ENST00000321867
BHLHE22,ENST00000321870
TMEM108,ENST00000321871
CCDC71,ENST00000321895
VARS2,ENST00000541562
SPATS2,ENST00000553127
GLYR1,ENST00000321919
SLC14A1,ENST00000436407
CLIC2,ENST00000369449
FCRL6,ENST00000368106
PAK4,ENST00000593690
FAM175A,ENST00000321945
CRTC1,ENST00000338797
NAALAD2,ENST00000534061
OR51G1,ENST00000321961
ATAD5,ENST00000321990
COQ7,ENST00000321998
SOX11,ENST00000322002
CD151,ENST00000397420
OR51G2,ENST00000322013
POLR2L,ENST00000322028
SET,ENST00000372692
TSHZ1,ENST00000322038
ROGDI,ENST00000322048
OR51T1,ENST00000380378
EHD3,ENST00000322054
OR51H1P,
PUS1,ENST00000376649
DEFB114,ENST00000322066
BPNT1,ENST00000469520
PPP2R1A,ENST00000322088
GBAS,ENST00000322090
PCBP4,ENST00000461554
OR51S1,ENST00000322101
OR10H4,ENST00000322107
OR51F2,ENST00000322110
TRIM72,ENST00000322122
TSPYL5,ENST00000322128
FAM133A,ENST00000538690
FHL2,ENST00000358129
ZNF836,ENST00000322146
IL12RB1,ENST00000600835
NPEPPS,ENST00000322157
HSD17B6,ENST00000554643
NOP2,ENST00000382421
TPRX1,ENST00000322175
RPP25,ENST00000322177
RPL10A,ENST00000322203
SMC1A,ENST00000322213
MYPOP,ENST00000322217
MFSD7,ENST00000322224
SYNJ1,ENST00000433931
KLHL7,ENST00000339077
XPNPEP1,ENST00000502935
GPR62,ENST00000322241
UBA6,ENST00000322244
DEFB112,ENST00000322246
FAM210A,ENST00000322247
FAM3A,ENST00000447601
GRAMD1B,ENST00000529750
SV2C,ENST00000502798
OAZ1,ENST00000602676
OR7A5,ENST00000322301
CD244,ENST00000368033
SSNA1,ENST00000322310
WDR33,ENST00000322313
GIPC3,ENST00000322315
RPRML,ENST00000322329
ZADH2,ENST00000322342
HORMAD1,ENST00000361824
PNKP,ENST00000322344
COX5A,ENST00000322347
GCNT4,ENST00000322348
EEA1,ENST00000322349
EGFLAM,ENST00000354891
SERTAD3,ENST00000322354
ZBTB7A,ENST00000322357
PRMT10,ENST00000322396
MAF1,ENST00000322428
ZNF354B,ENST00000322434
KCTD2,ENST00000322444
ZNF726,ENST00000594466
COL12A1,ENST00000322507
INPP1,ENST00000392329
CCDC168,
SF3B2,ENST00000322535
DDX10,ENST00000322536
WNT11,ENST00000322563
PLEKHD1,ENST00000322564
MMP19,ENST00000322569
PRR18,ENST00000322583
MFAP3,ENST00000436816
OR1E1,ENST00000322608
SH2B1,ENST00000322610
BASP1,ENST00000322611
RUVBL1,ENST00000322623
OR52D1,ENST00000322641
POLR2A,ENST00000322644
SUZ12,ENST00000322652
OR52H1,ENST00000322653
PHF8,ENST00000357988
OR6C2,ENST00000322678
DIO1,ENST00000361921
PDZD3,ENST00000355547
EPM2AIP1,ENST00000322716
NCL,ENST00000322723
ZNF660,ENST00000322734
ZNF18,ENST00000322748
MINOS1,ENST00000322753
ZYX,ENST00000322764
PLCD3,
COL19A1,ENST00000322773
NDUFV1,ENST00000322776
PLEC,ENST00000322810
FAM214B,ENST00000378561
ZCCHC7,ENST00000336755
MYLPF,ENST00000322861
CD46,ENST00000322875
E2F7,ENST00000322886
SEC24A,ENST00000398844
KCNH5,ENST00000322893
KIAA0226L,ENST00000429979
NAPG,ENST00000322897
ACADVL,ENST00000543245
MTHFSD,ENST00000360900
RTBDN,ENST00000322912
ZNF335,ENST00000322927
AMBN,ENST00000322937
FAM206A,ENST00000322940
HIC1,ENST00000322941
BANK1,ENST00000322953
UACA,ENST00000322954
FOXJ1,ENST00000322957
PODXL,ENST00000378555
RPS15A,ENST00000322989
WDR45,ENST00000356463
GP5,ENST00000401815
CDH7,ENST00000397968
RRP7A,ENST00000323013
MIEF2,ENST00000395706
CACNA1F,ENST00000376265
DUOXA2,ENST00000323030
ZNRF2,ENST00000323037
DYRK1B,ENST00000593685
GPR4,ENST00000323040
PPP3CA,ENST00000394854
NAP1L5,ENST00000323061
AGBL5,ENST00000360131
LCP1,ENST00000398576
LRRC61,ENST00000359623
TSPEAR,ENST00000323084
CYP11B2,ENST00000323110
ATP11B,ENST00000323116
TMEM67,ENST00000453321
SLC35A4,ENST00000514199
ZNF491,ENST00000323169
TMEM102,ENST00000323206
EIF3M,ENST00000531120
TMEM78,
TYMS,ENST00000323274
PRR7,ENST00000323249
BAI1,ENST00000517894
CLDN22,ENST00000323319
GH1,ENST00000323322
C10orf67,ENST00000323327
SLC17A8,ENST00000323346
ANKZF1,ENST00000323348
PIPOX,ENST00000323372
NR2C2,ENST00000323373
SPHK1,ENST00000323374
MCCC2,ENST00000340941
ANKRD34A,ENST00000323397
OR3A1,ENST00000323404
ME3,ENST00000543262
RPH3AL,ENST00000331302
HIF1A,ENST00000539097
LRRC57,ENST00000323443
CPT1C,ENST00000392518
MTMR4,ENST00000323456
SENP5,ENST00000323460
KDELC2,ENST00000323468
DIRAS1,ENST00000323469
ACSS1,ENST00000323482
BRD9,ENST00000467963
TMEM45A,ENST00000323523
RAP2B,ENST00000323534
CHID1,ENST00000454838
PLEKHO2,ENST00000323544
MRPS31,ENST00000323563
ELMOD2,ENST00000323570
WIPF2,ENST00000323571
MTMR3,ENST00000401950
PLA2G16,ENST00000323646
KIAA1875,
TCOF1,ENST00000504761
DDHD1,ENST00000323669
C19orf12,ENST00000392278
SPEM1,ENST00000323675
ZNF645,ENST00000323684
RBM15B,ENST00000323686
NUCB2,ENST00000529010
DEGS1,ENST00000323699
USP39,ENST00000323701
ZNF513,ENST00000323703
MPI,ENST00000352410
CDC25C,ENST00000323760
MYCBPAP,ENST00000323776
HSF5,ENST00000323777
COG4,ENST00000323786
C18orf56,
GAS7,ENST00000432992
CDK19,ENST00000368911
TRIM73,ENST00000323819
DUSP10,ENST00000366899
SH3TC2,ENST00000515425
CPN2,ENST00000323830
TSFM,ENST00000323833
SRRM1,ENST00000323848
NDRG1,ENST00000414097
SNRNP200,ENST00000323853
ENDOV,ENST00000518137
HTR1A,ENST00000323865
C10orf71,ENST00000374144
PTPRU,ENST00000345512
PIP4K2A,ENST00000376573
CD37,ENST00000323906
FN1,ENST00000354785
ANAPC2,ENST00000323927
MRE11A,ENST00000323929
STRA6,ENST00000563965
STXBP6,ENST00000323944
CSTF3,ENST00000323959
MS4A6A,ENST00000412309
EIF4A2,ENST00000323963
TAF1D,ENST00000448108
ENO3,ENST00000323997
ST8SIA3,ENST00000324000
KCNJ1,ENST00000392664
SERPINF2,ENST00000324015
GYPA,ENST00000360771
FAM101A,ENST00000324038
KLK4,ENST00000324041
ZNF687,ENST00000324048
LARP7,ENST00000509061
C4orf50,
OR2Z1,ENST00000324060
CAPN6,ENST00000324068
CYP2B6,ENST00000324071
IRF9,ENST00000396864
TDRP,ENST00000523656
PLXND1,ENST00000324093
MAP1S,ENST00000324096
RNF31,ENST00000324103
CD28,ENST00000324106
DNMBP,ENST00000324109
NLRP12,ENST00000324134
FANCB,ENST00000398334
TH,ENST00000381178
THNSL2,ENST00000324166
ZCCHC10,ENST00000324170
SAMD3,ENST00000368134
B3GNT4,ENST00000324189
SLC25A36,ENST00000324194
ADRBK2,ENST00000324198
CALCB,ENST00000533448
CRLF3,ENST00000324238
CNDP2,ENST00000324262
TRAPPC12,ENST00000324266
CIITA,ENST00000324288
LGALS9B,ENST00000324290
EDNRA,ENST00000324300
ZKSCAN1,ENST00000324306
GLIS3,ENST00000381971
FAM71C,ENST00000324341
DCUN1D3,ENST00000324344
TCP11L1,ENST00000334274
FBXL16,ENST00000397621
CCDC121,ENST00000394775
PPIE,ENST00000372830
H1FOO,ENST00000324382
WFDC11,ENST00000356562
BAIAP3,ENST00000324385
ZNF404,ENST00000587539
HKR1,ENST00000324411
SLC34A1,ENST00000324417
ACTL9,ENST00000324436
RCHY1,ENST00000324439
SYNE4,ENST00000324444
SAGE1,ENST00000535938
MTURN,ENST00000324453
GSG1,ENST00000432710
HSPA5,ENST00000324460
SH3GL3,ENST00000427482
USP9X,ENST00000324545
ECE2,ENST00000402825
ANO5,ENST00000324559
ATF7IP2,ENST00000396560
GALNT14,ENST00000324589
ZNF410,ENST00000442160
LILRB1,ENST00000324602
MBOAT1,ENST00000324607
C12orf40,ENST00000324616
CYP4F12,ENST00000550308
CD19,ENST00000538922
FAM193A,ENST00000324666
FAM187B,ENST00000324675
SAV1,ENST00000324679
PPP1R42,ENST00000324682
