GENE	synRVIS	synRVIS.centile	synRVIS_RSCU	synRVIS_RSCU.centile	synGERP	synGERP.centile
DAOA	-0.18	0.61	-0.2	0.57	-0.53	0.44
DAP	-0.11	0.66	-0.12	0.62	-2.36	0.94
DAP3	-0.48	0.29	0.52	0.77	-0.63	0.48
DAPK1	0.31	0.71	4.97	1	-1.57	0.8
DAPK2	-0.47	0.3	-0.51	0.27	0.77	0.12
DAPK3	-0.6	0.2	-0.65	0.17	-2.14	0.91
DAPL1	-0.14	0.64	-0.16	0.6	0.57	0.15
DAPP1	0.95	0.88	-0.31	0.46	-1.96	0.88
DARC	0.74	0.81	-0.54	0.24	-1.45	0.76
DARS	-0.52	0.26	-0.57	0.23	1.26	0.06
DARS2	-0.64	0.17	-0.69	0.15	-0.02	0.28
DAW1	-0.58	0.21	-0.63	0.18	-2.39	0.94
DAXX	-0.99	0.06	1.02	0.88	-0.05	0.28
DAZAP1	0.59	0.77	0.34	0.71	-2.13	0.91
DAZAP2	0.99	0.89	-0.27	0.5	2.54	0.01
DAZL	-0.37	0.4	-0.41	0.36	1.36	0.06
DBF4	-0.69	0.15	0.29	0.7	0.93	0.1
DBF4B	-0.67	0.16	-0.72	0.14	-0.42	0.4
DBH	0.27	0.71	1.05	0.89	-1.7	0.83
DBI	-0.2	0.59	-0.22	0.55	-1.65	0.82
DBN1	-0.75	0.12	-0.82	0.11	-0.79	0.54
DBNDD1	-0.3	0.49	0.72	0.84	-2.72	0.96
DBNDD2	-0.24	0.55	-0.26	0.51	-0.49	0.43
DBNL	-0.45	0.32	-0.49	0.29	-1.22	0.69
DBP	0.99	0.89	0.78	0.85	0.09	0.24
DBR1	0.63	0.78	-0.66	0.17	-0.88	0.58
DBT	-0.51	0.26	-0.56	0.23	-0.42	0.4
DBX2	0.98	0.89	0.76	0.85	-1.23	0.7
DCAF10	-0.48	0.29	-0.52	0.26	0.8	0.11
DCAF11	-0.59	0.2	-0.64	0.18	1.27	0.06
DCAF12	0.72	0.81	0.48	0.76	1.32	0.06
DCAF12L1	-0.57	0.22	-0.62	0.19	-1.26	0.71
DCAF12L2	1.93	0.95	1.5	0.93	-1.09	0.65
DCAF13	-0.71	0.14	0.27	0.69	-0.63	0.48
DCAF15	0.18	0.7	-0.1	0.63	-0.89	0.58
DCAF16	-0.36	0.42	-0.39	0.38	0.62	0.14
DCAF17	1.96	0.96	0.49	0.76	1.51	0.04
DCAF4	-0.61	0.19	0.38	0.72	-1.05	0.64
DCAF4L1	-0.7	0.14	0.29	0.7	-0.15	0.31
DCAF4L2	-0.71	0.14	-0.77	0.12	-0.58	0.46
DCAF5	0	0.68	-0.29	0.48	0.21	0.21
DCAF6	-0.98	0.06	-1.07	0.05	0.03	0.26
DCAF8	0.6	0.77	0.36	0.72	1.01	0.09
DCAF8L1	1.81	0.94	0.32	0.71	-0.29	0.36
DCAF8L2	-0.39	0.39	-0.42	0.35	-1.19	0.68
DCAKD	-0.43	0.34	-0.47	0.3	-0.61	0.47
DCBLD1	-0.65	0.17	1.39	0.92	-0.41	0.4
DCBLD2	0.48	0.74	-0.82	0.1	-1.2	0.69
DCC	0.62	0.78	1.13	0.89	-0.26	0.35
DCD	-0.16	0.63	-0.17	0.59	-0.57	0.46
DCDC1	0.76	0.82	-0.52	0.27	2.1	0.02
DCDC2	0.62	0.78	-0.67	0.16	-1.58	0.8
DCDC2B	-0.47	0.3	-0.51	0.27	0.07	0.25
DCHS1	4.15	0.99	0.64	0.81	-0.36	0.38
DCHS2	-3.31	0	-1.48	0.02	-2.26	0.92
DCK	-0.32	0.46	0.69	0.83	0.76	0.12
DCLK1	0.35	0.72	0.08	0.66	-0.09	0.3
DCLK2	1.58	0.93	-0.97	0.07	-0.31	0.36
DCLK3	0.48	0.74	0.22	0.68	-2.26	0.92
DCLRE1A	-1.2	0.04	-1.29	0.03	-0.58	0.46
DCLRE1B	-0.67	0.16	-0.72	0.14	-0.73	0.52
DCLRE1C	0.37	0.72	-0.94	0.07	-1.32	0.72
DCN	-0.49	0.29	-0.53	0.25	-0.65	0.49
DCP1B	-0.78	0.11	-0.84	0.1	-1.41	0.75
DCP2	-0.46	0.31	0.54	0.78	0.57	0.14
DCPS	1.88	0.95	1.44	0.92	-1.44	0.76
DCST1	0.43	0.73	0.17	0.67	-0.53	0.44
DCST2	0.21	0.7	-0.06	0.64	-0.84	0.56
DCSTAMP	0.64	0.78	0.4	0.73	-1.74	0.84
DCT	-0.66	0.16	-0.72	0.14	-0.98	0.61
DCTD	-0.28	0.51	-0.3	0.46	-2.29	0.93
DCTN1	-0.4	0.37	0.32	0.71	-0.47	0.42
DCTN2	-0.45	0.32	-0.49	0.29	0.68	0.13
DCTN3	-0.25	0.54	-0.27	0.5	0.66	0.13
DCTN4	-0.68	0.15	-0.74	0.13	0.8	0.11
DCTN5	-0.25	0.54	1.82	0.96	0.34	0.19
DCTN6	-0.2	0.59	-0.22	0.55	-2.75	0.97
DCTPP1	-0.28	0.5	-0.31	0.46	-0.96	0.61
DCUN1D1	-0.31	0.47	-0.34	0.43	3.04	0
DCUN1D2	0.89	0.86	0.66	0.82	-1.92	0.87
DCUN1D3	-0.39	0.39	-0.42	0.35	1.44	0.05
DCUN1D4	-0.3	0.48	-0.33	0.44	1.69	0.03
DCUN1D5	-0.26	0.52	-0.29	0.48	2.47	0.01
DCX	-0.36	0.41	-0.39	0.37	1.32	0.06
DCXR	-0.26	0.53	-0.28	0.49	-2.17	0.91
DDA1	-0.15	0.64	-0.17	0.59	-2.23	0.92
DDAH1	0.92	0.87	0.7	0.83	0.9	0.1
DDAH2	-0.32	0.46	-0.34	0.42	-0.23	0.34
DDB1	0.94	0.87	-1.66	0.01	-0.7	0.51
DDB2	-0.46	0.31	-0.5	0.28	0.84	0.11
DDC	-0.69	0.15	0.3	0.7	-3.29	0.99
DDHD1	-0.97	0.07	-1.05	0.06	0.46	0.16
DDHD2	-0.68	0.15	-0.74	0.13	-0.95	0.6
DDI1	0.73	0.81	0.49	0.76	-3.89	1
DDI2	-0.56	0.23	-0.61	0.2	0.79	0.11
DDIT3	-0.31	0.47	-0.34	0.43	0.15	0.23
DDIT4	-0.42	0.35	-0.46	0.32	0.63	0.14
DDIT4L	-0.26	0.52	0.76	0.85	-1.48	0.77
DDN	-0.73	0.13	-0.79	0.12	0.01	0.27
DDO	-0.57	0.22	-0.62	0.19	-2.02	0.89
DDOST	-0.65	0.17	0.34	0.71	-0.9	0.58
DDR1	-0.89	0.08	1.12	0.89	-0.21	0.33
DDR2	0.14	0.69	-1.19	0.04	-0.38	0.39
DDRGK1	-0.31	0.47	-0.34	0.43	0.32	0.19
DDT	-0.11	0.66	-0.12	0.62	-1.41	0.75
DDTL	-0.1	0.67	-0.12	0.62	-0.65	0.49
DDX1	0.47	0.74	1.26	0.9	-1.52	0.78
DDX10	-0.96	0.07	0.01	0.65	-0.21	0.33
DDX11	1.62	0.93	2.2	0.97	-0.64	0.48
DDX17	-0.83	0.1	-0.9	0.08	1.09	0.08
DDX18	1.73	0.94	1.29	0.9	-1.18	0.68
DDX19A	-0.61	0.19	-0.66	0.17	0.07	0.24
DDX19B	0.71	0.81	0.47	0.75	-0.1	0.3
DDX20	0.42	0.73	-0.89	0.09	-0.26	0.35
DDX21	0.48	0.74	-0.82	0.11	-0.57	0.46
DDX23	-0.95	0.07	-1.03	0.06	0.43	0.17
DDX24	1.3	0.91	0.82	0.86	-1.38	0.74
DDX25	-0.42	0.35	-0.46	0.32	-0.15	0.31
DDX26B	0.7	0.8	0.46	0.75	1.53	0.04
DDX27	1.5	0.92	1.04	0.88	-1.02	0.62
DDX28	-0.71	0.14	-0.77	0.12	-1.62	0.81
DDX31	0.32	0.71	0.05	0.65	-0.89	0.58
DDX39A	-0.55	0.24	-0.59	0.21	-1.54	0.79
DDX39B	-0.35	0.43	0.66	0.82	1.35	0.06
DDX3X	-0.57	0.22	-0.62	0.19	1.64	0.04
DDX4	0.54	0.76	0.29	0.7	0.87	0.1
DDX41	-1.04	0.05	-0.08	0.64	-0.97	0.61
DDX42	-1.06	0.05	-1.15	0.04	0.71	0.12
DDX43	-0.77	0.12	0.21	0.68	-1.76	0.84
DDX46	-1.04	0.05	-0.08	0.64	0.02	0.26
DDX47	0.7	0.8	-0.58	0.22	-1.19	0.68
DDX49	0.78	0.83	-0.49	0.28	-1.68	0.82
DDX5	0.41	0.73	-0.9	0.08	2.29	0.01
DDX50	0.44	0.74	0.18	0.67	1.83	0.03
DDX51	1.36	0.92	0.89	0.87	-1.64	0.82
DDX52	-0.71	0.14	-0.77	0.12	0.96	0.09
DDX53	-0.63	0.18	-0.69	0.15	-3.13	0.98
DDX54	0.11	0.69	0.87	0.87	-0.65	0.49
DDX55	0.56	0.76	-0.73	0.14	-2.01	0.89
DDX56	0.6	0.77	1.4	0.92	-1.59	0.8
DDX58	0.44	0.74	1.22	0.9	-0.19	0.33
DDX59	-0.71	0.14	1.32	0.91	-3.8	0.99
DDX6	-0.51	0.27	-0.55	0.24	3.66	0
DDX60	0.72	0.81	0.2	0.68	-1.71	0.83
DDX60L	-0.26	0.52	-0.58	0.22	-1.47	0.77
DEAF1	1.83	0.95	2.44	0.98	-1.92	0.87
DEC1	1.08	0.9	0.87	0.87	-0.08	0.29
DECR1	-0.3	0.49	-0.32	0.44	-1.14	0.67
DECR2	-0.34	0.44	-0.37	0.4	-2.57	0.95
DEDD	-0.46	0.31	-0.5	0.28	2.01	0.02
DEDD2	-0.34	0.43	-0.37	0.39	-0.22	0.33
DEF6	1.82	0.95	1.38	0.91	0.41	0.17
DEF8	-0.62	0.19	-0.67	0.16	-1.54	0.79
DEFA3	-0.1	0.67	-0.11	0.63	-0.65	0.49
DEFA4	-0.19	0.6	-0.21	0.56	-1.29	0.72
DEFA5	-0.2	0.59	-0.22	0.54	-1.64	0.82
DEFA6	-0.26	0.53	-0.28	0.49	-0.83	0.56
DEFB1	-0.2	0.59	-0.22	0.55	-2.1	0.9
DEFB104A	-0.08	0.67	-0.09	0.63	-0.62	0.48
DEFB105A	-0.08	0.67	-0.1	0.63	-0.78	0.54
DEFB106A	-0.1	0.67	0.94	0.88	-0.09	0.29
DEFB108B	-0.13	0.65	-0.15	0.61	-0.3	0.36
DEFB110	-0.12	0.65	-0.14	0.61	0.34	0.19
DEFB112	-0.22	0.57	-0.24	0.52	-1.05	0.64
DEFB113	-0.14	0.64	-0.16	0.6	-0.02	0.28
DEFB114	1.09	0.9	0.89	0.87	-0.53	0.44
DEFB115	-0.2	0.59	-0.22	0.55	0.31	0.19
DEFB116	-0.22	0.57	-0.24	0.53	0.21	0.21
DEFB118	-0.22	0.57	0.81	0.86	-1.22	0.69
DEFB119	-0.13	0.65	-0.15	0.61	-0.05	0.28
DEFB121	-0.14	0.65	-0.15	0.6	-0.62	0.48
DEFB123	-0.12	0.66	-0.13	0.62	0.64	0.13
DEFB124	-0.12	0.65	-0.14	0.61	0	0.27
DEFB125	-0.22	0.57	-0.24	0.52	-1.25	0.7
DEFB126	-0.21	0.58	0.81	0.86	-1.86	0.86
DEFB127	-0.16	0.63	-0.17	0.59	-0.34	0.38
DEFB128	-0.19	0.6	-0.21	0.56	-1.28	0.71
DEFB129	0.93	0.87	-0.34	0.43	-0.77	0.53
DEFB131	-0.2	0.59	-0.22	0.55	-0.1	0.3
DEFB132	-0.18	0.61	-0.2	0.57	-1.53	0.79
DEFB134	-0.15	0.64	-0.17	0.59	-0.2	0.33
DEFB135	-0.15	0.64	-0.17	0.59	-0.14	0.31
DEFB136	1.07	0.9	0.86	0.87	-2.33	0.93
DEFB4A	-0.08	0.67	-0.1	0.63	-1.22	0.69
DEGS1	0.88	0.86	-0.39	0.38	-1.68	0.83
DEGS2	-0.53	0.25	-0.57	0.22	-0.24	0.34
DEK	0.85	0.85	-0.42	0.35	0.07	0.25
DENND1A	0.09	0.69	2.93	0.99	-0.81	0.55
DENND1B	-0.39	0.38	-0.43	0.34	-0.2	0.33
DENND1C	1.89	0.95	1.45	0.92	-1.64	0.81
DENND2A	2.46	0.97	0.73	0.84	-1.51	0.78
DENND2C	2.92	0.98	0.19	0.68	0.26	0.2
DENND2D	1.81	0.94	1.37	0.91	-0.63	0.48
DENND3	3.16	0.99	1.21	0.9	-3.13	0.98
DENND4A	-1.3	0.03	-0.36	0.4	0	0.27
DENND4B	-1.57	0.02	-1.69	0.01	-0.23	0.34
DENND4C	0.43	0.73	-1.16	0.04	0.51	0.16
DENND5A	-1.46	0.02	-1.58	0.02	0.7	0.12
DENND5B	0.11	0.69	-1.22	0.04	-1.44	0.76
DENND6A	-0.6	0.2	-0.65	0.17	1.28	0.06
DENND6B	5.62	1	3.56	0.99	-1.22	0.69
DENR	-0.16	0.62	-0.18	0.58	1.29	0.06
DEPDC1	0.54	0.76	0.29	0.7	0.71	0.12
DEPDC1B	-0.63	0.18	-0.69	0.15	-1.05	0.64
DEPDC4	-0.37	0.4	0.64	0.81	0.2	0.21
DEPDC5	-0.35	0.42	-0.67	0.16	-1.07	0.64
DEPDC7	-0.36	0.41	0.65	0.82	-0.63	0.48
DEPTOR	-0.5	0.28	-0.54	0.24	-1.68	0.82
DERA	-0.26	0.52	-0.29	0.48	-1.39	0.75
DERL1	-0.33	0.45	-0.36	0.41	0.29	0.2
DERL2	-0.34	0.43	-0.37	0.39	1.6	0.04
DERL3	-0.26	0.53	-0.28	0.49	-0.71	0.51
DES	-0.48	0.29	1.57	0.94	0.89	0.1
DESI1	-0.2	0.59	-0.22	0.54	1.58	0.04
DESI2	-0.26	0.52	-0.29	0.48	-0.26	0.35
DET1	-0.86	0.09	-0.93	0.08	-2.29	0.93
DEXI	-0.18	0.61	-0.2	0.56	0.54	0.15
DFFA	0.8	0.83	0.56	0.78	-2.3	0.93
DFFB	0.8	0.84	-0.47	0.3	-2.21	0.92
DFNA5	0.57	0.76	0.32	0.71	-1.38	0.74
DFNB31	-0.1	0.67	-0.4	0.37	-0.47	0.42
DFNB59	-0.36	0.41	-0.39	0.37	0.79	0.11
DGAT1	-0.57	0.22	0.43	0.74	-0.78	0.54
DGAT2	-0.53	0.25	-0.58	0.22	-0.29	0.36
DGAT2L6	-0.32	0.46	-0.34	0.42	0.73	0.12
DGCR14	1.78	0.94	1.34	0.91	-1.75	0.84
DGCR2	-0.72	0.14	-0.78	0.12	-2.07	0.9
DGCR6	0.99	0.89	0.78	0.85	-0.79	0.54
DGCR6L	-0.22	0.57	-0.24	0.52	-0.55	0.45
DGCR8	-1.13	0.04	-1.22	0.04	0.16	0.22
DGKA	-0.77	0.12	-0.84	0.1	-0.09	0.29
DGKB	0.5	0.75	-0.8	0.11	-0.61	0.47
DGKD	0.63	0.78	-0.95	0.07	-1.69	0.83
DGKE	0.5	0.75	-0.8	0.11	-0.26	0.35
DGKG	-1.06	0.05	-1.15	0.04	-0.3	0.36
DGKH	0.19	0.7	-1.13	0.05	-1.18	0.68
DGKI	0.07	0.69	2.92	0.99	0.46	0.16
DGKQ	2.67	0.98	2.01	0.96	-1.68	0.83
DGKZ	0.17	0.7	-0.11	0.62	-0.85	0.56
DGUOK	0.89	0.86	-0.37	0.39	0.05	0.25
DHCR24	0.52	0.75	0.27	0.69	-0.27	0.35
DHCR7	0.56	0.76	1.35	0.91	-1.64	0.81
DHDDS	-0.45	0.32	-0.49	0.29	0.93	0.1
DHDH	-0.35	0.43	-0.38	0.39	-2.29	0.93
DHFR	-0.22	0.57	-0.24	0.53	0.03	0.26
DHFRL1	-0.28	0.5	-0.31	0.46	0.08	0.24
DHH	-0.37	0.41	0.64	0.81	-0.48	0.42
DHODH	-0.55	0.23	-0.6	0.2	-0.52	0.44
DHPS	-0.5	0.28	0.5	0.76	-1.85	0.86
DHRS1	-0.39	0.39	-0.42	0.35	-0.46	0.42
DHRS11	-0.27	0.51	-0.29	0.47	0.58	0.14
DHRS12	-0.2	0.59	-0.22	0.55	-0.71	0.51
DHRS13	-0.32	0.46	0.69	0.83	-0.13	0.31
DHRS2	0.78	0.83	0.55	0.78	-1	0.62
DHRS3	0.8	0.84	0.57	0.79	0.34	0.19
DHRS4	0.87	0.86	-0.4	0.37	-0.12	0.3
DHRS4L2	0.79	0.83	0.56	0.78	-0.55	0.45
DHRS7	-0.41	0.36	-0.45	0.32	-0.8	0.55
DHRS7B	-0.42	0.35	-0.46	0.32	-2.06	0.9
DHRS7C	0.79	0.83	0.56	0.78	-1.54	0.79
DHRS9	-0.43	0.34	-0.47	0.31	0.27	0.2
DHRSX	0.7	0.8	1.5	0.93	-1.29	0.71
DHTKD1	1.23	0.91	-0.3	0.47	-1.71	0.83
DHX15	0.15	0.7	-1.17	0.04	1.59	0.04
DHX16	-1.14	0.04	-1.24	0.04	-1.3	0.72
DHX29	-1.25	0.03	-0.31	0.46	-0.26	0.35
DHX30	-0.65	0.17	-0.99	0.07	-0.09	0.29
DHX32	1.56	0.93	0.06	0.65	-3.72	0.99
DHX33	0.39	0.73	0.13	0.67	-1.44	0.76
DHX34	2.07	0.96	2.4	0.97	-1.75	0.84
DHX35	-0.91	0.08	0.06	0.65	-0.65	0.49
DHX36	0.17	0.7	-0.11	0.63	-1.01	0.62
DHX37	3.64	0.99	1.72	0.95	-2.15	0.91
DHX38	2.09	0.96	1.38	0.91	-0.47	0.42
DHX40	0.52	0.75	-0.78	0.12	1.77	0.03
DHX57	-0.49	0.28	-0.83	0.1	-0.59	0.46
DHX58	-0.8	0.11	-0.87	0.09	-1.19	0.68
DHX8	-1.46	0.02	-1.58	0.02	-0.92	0.59
DHX9	-0.34	0.44	0.39	0.73	-0.53	0.44
DIABLO	-0.37	0.41	-0.4	0.37	-1.88	0.87
DIAPH1	-0.01	0.68	-0.31	0.46	0.12	0.23
DIAPH2	-0.73	0.13	-0.79	0.11	0.39	0.18
DIAPH3	-1.44	0.02	-0.51	0.27	0.14	0.23
DICER1	-2.15	0.01	-2.32	0	-0.85	0.57
DIDO1	1.62	0.93	0.59	0.79	-5.07	1
DIEXF	0.35	0.72	0.09	0.66	-1.05	0.63
DIMT1	-0.39	0.38	0.61	0.8	0.33	0.19
DIO1	0.91	0.87	0.69	0.83	-0.39	0.39
DIO2	-0.26	0.53	-0.28	0.49	1.53	0.04
DIO3	-0.45	0.32	-0.49	0.28	-0.85	0.56
DIP2A	4.3	0.99	3.18	0.99	-2.21	0.92
DIP2B	-1.84	0.01	-0.95	0.07	0	0.27
DIP2C	-0.28	0.5	1.2	0.9	-2.41	0.94
DIRAS1	-0.34	0.44	-0.37	0.4	0.04	0.25
DIRAS2	-0.4	0.37	-0.44	0.33	-0.76	0.53
DIRAS3	-0.46	0.31	-0.5	0.28	-1.17	0.68
DIRC1	-0.16	0.62	-0.18	0.58	0.12	0.23
DIRC2	-0.49	0.29	-0.53	0.25	0.35	0.19
DIS3	0.3	0.71	-1.02	0.06	-0.57	0.46
DIS3L	0.3	0.71	0.03	0.65	-2.82	0.97
DIS3L2	1.51	0.92	2.09	0.96	-0.79	0.54
DISC1	0.56	0.76	0.31	0.71	-1.48	0.77
DISP1	0.56	0.76	0.02	0.65	-3.15	0.98
DISP2	0.68	0.79	0.15	0.67	-0.55	0.45
DKC1	-0.5	0.28	-0.54	0.24	-1.46	0.77
DKK1	0.93	0.87	-0.33	0.44	-1.53	0.79
DKK2	0.87	0.86	0.65	0.82	0.11	0.24
DKK3	0.73	0.81	0.49	0.76	-1.22	0.69
DKK4	0.89	0.86	0.67	0.82	-3.53	0.99
DKKL1	0.88	0.86	1.7	0.95	-0.67	0.5
DLAT	0.52	0.75	-0.77	0.12	0.3	0.2
DLC1	-2.27	0	-2.45	0	-1.62	0.81
DLD	0.67	0.79	-0.62	0.19	0.58	0.14
DLEC1	-1.03	0.05	-0.36	0.4	-1.55	0.79
DLEU7	-0.1	0.67	-0.12	0.62	-0.48	0.42
DLG1	-0.8	0.11	0.17	0.67	1.69	0.03
DLG2	-1.03	0.06	-1.12	0.05	1.17	0.07
DLG3	-0.57	0.22	-0.62	0.19	0.98	0.09
DLG4	0.45	0.74	0.19	0.68	0.49	0.16
DLG5	-1.4	0.02	0.29	0.7	-1.12	0.66
DLGAP1	0.1	0.69	0.86	0.87	0.22	0.21
DLGAP2	-1.34	0.03	0.64	0.81	-3.26	0.99
DLGAP3	0.22	0.7	-0.06	0.64	1	0.09
DLGAP4	-0.2	0.58	-0.51	0.27	-0.26	0.35
DLGAP5	-0.74	0.13	0.24	0.69	-0.31	0.36
DLK1	-0.71	0.14	-0.77	0.12	0.03	0.26
DLK2	2.03	0.96	3.69	0.99	-0.71	0.51
DLL1	0.15	0.7	-0.13	0.62	-1.94	0.88
DLL3	-0.43	0.34	-0.47	0.31	-1.51	0.78
DLL4	-0.88	0.09	-0.95	0.07	0.15	0.23
DLST	2.05	0.96	1.63	0.94	0.42	0.17
DLX1	-0.42	0.35	-0.46	0.32	2.1	0.02
DLX2	-0.28	0.51	-0.3	0.46	0.1	0.24
DLX3	2.05	0.96	1.63	0.94	0.23	0.21
DLX4	-0.29	0.49	-0.32	0.45	-0.65	0.49
DLX5	-0.5	0.28	-0.54	0.24	1.49	0.05
DLX6	-0.26	0.52	-0.29	0.48	1.3	0.06
DMAP1	-0.67	0.16	-0.72	0.14	-1.06	0.64
DMBT1	-1.58	0.01	0.09	0.66	-1.7	0.83
DMBX1	3.07	0.99	1.39	0.92	-1.06	0.64
DMC1	-0.43	0.34	-0.47	0.31	1.48	0.05
DMD	-1.77	0.01	-0.11	0.62	0.96	0.09
DMGDH	-0.9	0.08	0.07	0.66	-1.17	0.68
DMKN	-0.47	0.3	-0.51	0.27	-1.78	0.85
DMP1	-0.67	0.16	-0.72	0.14	-2.7	0.96
DMPK	0.41	0.73	0.14	0.67	0.1	0.24
DMRT1	-0.53	0.25	-0.58	0.22	-1.32	0.72
DMRT2	-0.66	0.16	-0.72	0.14	-0.39	0.39
DMRT3	0.44	0.74	0.19	0.68	-1.26	0.7
DMRTA1	1.96	0.96	0.49	0.76	-0.7	0.51
DMRTA2	-0.2	0.59	-0.22	0.55	-0.76	0.53
DMRTB1	-0.36	0.41	-0.39	0.37	-1.89	0.87
DMRTC2	-0.42	0.35	-0.46	0.32	0.08	0.24
DMTF1	-0.73	0.13	-0.79	0.11	1.83	0.03
DMTN	-0.53	0.25	-0.58	0.22	-0.36	0.38
DMWD	-0.92	0.07	1.09	0.89	-1.37	0.74
DMXL1	-2.12	0.01	-0.49	0.29	0.82	0.11
DMXL2	-1.72	0.01	-2.15	0.01	-0.68	0.5
DNAAF1	-0.94	0.07	0.03	0.65	-2.91	0.97
DNAAF2	-0.83	0.1	0.14	0.67	-0.74	0.52
DNAAF3	0.66	0.79	0.42	0.74	-1.56	0.8
DNAH1	0.05	0.69	-0.07	0.64	-0.63	0.48
DNAH10	0.17	0.7	0.06	0.65	-3.33	0.99
DNAH12	-0.47	0.3	0.53	0.77	0.1	0.24
DNAH14	-0.25	0.54	-0.27	0.5	-0.64	0.48
DNAH2	-0.64	0.17	0.24	0.69	-1.14	0.67
DNAH3	-0.26	0.52	-0.4	0.37	-1.2	0.69
DNAH5	-1.41	0.02	1.79	0.95	-1.58	0.8
DNAH6	-0.4	0.37	-0.44	0.33	-1.27	0.71
DNAH7	-1.57	0.02	-3.32	0	-2.18	0.92
DNAH9	1.1	0.91	-1.31	0.03	-1.32	0.73
DNAI1	-0.9	0.08	-0.98	0.07	0.05	0.25
DNAI2	0.44	0.74	0.19	0.68	-1.75	0.84
DNAJA1	-0.43	0.34	0.58	0.79	1.01	0.09
DNAJA2	-0.53	0.25	-0.58	0.22	-0.03	0.28
DNAJA3	-0.49	0.28	-0.54	0.25	-0.35	0.38
DNAJA4	-0.53	0.25	0.46	0.75	-2.53	0.95
DNAJB1	-0.75	0.12	0.23	0.69	-1.32	0.72
DNAJB11	-0.39	0.39	-0.42	0.35	0.45	0.17
DNAJB12	0.66	0.79	0.42	0.74	0.07	0.25
DNAJB13	0.85	0.85	0.62	0.81	-0.61	0.47
DNAJB14	-0.5	0.28	-0.54	0.24	-0.44	0.41
DNAJB2	-0.47	0.3	-0.52	0.27	-0.92	0.59
DNAJB4	-0.42	0.35	-0.46	0.32	0.68	0.13
DNAJB5	-0.43	0.34	-0.47	0.3	1.54	0.04
DNAJB6	-0.39	0.39	-0.42	0.35	-1.59	0.8
DNAJB7	-0.36	0.41	-0.39	0.37	0.46	0.16
DNAJB8	2.03	0.96	1.61	0.94	-2.19	0.92
DNAJB9	-0.29	0.49	0.73	0.84	0.68	0.13
DNAJC1	-0.54	0.24	-0.59	0.21	-0.06	0.29
DNAJC10	-0.86	0.09	0.11	0.66	0.68	0.13
DNAJC11	-0.8	0.11	-0.87	0.09	-1.97	0.88
DNAJC12	-0.24	0.55	-0.27	0.5	0.51	0.15
DNAJC13	-2.15	0.01	-0.23	0.53	0.21	0.21
DNAJC14	-0.82	0.1	-0.89	0.09	1.15	0.07
DNAJC15	-0.21	0.58	0.81	0.86	0.65	0.13
DNAJC16	-0.98	0.06	-1.06	0.06	-1.97	0.88
DNAJC17	-0.31	0.47	0.71	0.83	0.19	0.22
DNAJC18	-0.41	0.36	-0.45	0.32	0.27	0.2
DNAJC19	-0.16	0.62	-0.18	0.58	2.42	0.01
DNAJC2	-0.61	0.19	1.42	0.92	0.76	0.12
DNAJC21	-0.67	0.16	0.32	0.71	-1.15	0.67
DNAJC22	-0.45	0.32	-0.49	0.29	-0.02	0.28
DNAJC24	-0.16	0.62	-0.18	0.58	-0.29	0.36
DNAJC25	-0.34	0.43	0.67	0.82	-0.09	0.29
DNAJC27	0.91	0.87	-0.36	0.41	-0.65	0.49
DNAJC28	-0.32	0.46	-0.35	0.41	-1.08	0.65
DNAJC3	-0.53	0.25	-0.57	0.22	0.43	0.17
DNAJC30	0.78	0.83	-0.5	0.28	-0.91	0.59
DNAJC4	-0.22	0.57	-0.24	0.53	-0.57	0.46
DNAJC5	0.86	0.86	0.64	0.81	-2.41	0.94
DNAJC5B	0.96	0.88	0.74	0.84	0.06	0.25
DNAJC5G	-0.16	0.63	-0.17	0.59	-0.89	0.58
DNAJC6	0.24	0.7	-1.08	0.05	-1.15	0.67
DNAJC7	-0.55	0.23	0.44	0.74	0.11	0.24
DNAJC8	-0.3	0.48	-0.33	0.44	0.69	0.13
DNAJC9	-0.29	0.49	-0.32	0.45	-0.21	0.33
DNAL1	-0.12	0.65	-0.14	0.61	0.66	0.13
DNAL4	-0.14	0.65	-0.15	0.6	0.48	0.16
DNALI1	-0.51	0.26	-0.56	0.23	-0.17	0.32
DNASE1	0.8	0.83	0.56	0.78	-2.32	0.93
DNASE1L1	-0.42	0.35	-0.46	0.32	-0.86	0.57
DNASE1L2	-0.27	0.51	-0.29	0.47	-2.01	0.89
DNASE1L3	0.87	0.86	0.64	0.81	-0.48	0.42
DNASE2	-0.51	0.27	-0.55	0.24	-1.99	0.89
DNASE2B	-0.45	0.32	-0.49	0.29	-0.01	0.27
DND1	-0.22	0.57	-0.24	0.52	0.54	0.15
DNER	-0.99	0.06	-1.07	0.05	-1.84	0.86
DNHD1	3.21	0.99	2.3	0.97	-0.26	0.35
DNLZ	-0.17	0.62	-0.19	0.58	-0.46	0.42
DNM1	1.68	0.93	1.22	0.9	0.81	0.11
DNM1L	1.72	0.94	2.32	0.97	-0.09	0.3
DNM2	-1.33	0.03	-0.4	0.37	-1.27	0.71
DNM3	0.36	0.72	0.09	0.66	-1.72	0.83
DNMBP	4.33	0.99	2.17	0.97	-1.73	0.84
DNMT1	-0.84	0.09	1.93	0.96	-3.06	0.98
DNMT3A	0.21	0.7	-0.06	0.64	0.75	0.12
DNMT3B	0.23	0.7	1	0.88	-1.76	0.84
DNMT3L	-0.53	0.25	-0.57	0.22	-1.85	0.86
